DayN[]	Datecode[]	Min[]	Veg[]	Plot[]	Group[]	CorrCO2[]	SoilT[]
867	19	45	1	8	555	613.97	289.9
867	19	0	1	19	556	511.1	289.9
867	19	15	1	19	556	643.24	289.9
867	19	30	1	19	556	699.14	289.9
867	19	45	1	19	556	723.13	289.9
867	19	0	1	3	557	393.69	288.4
867	19	15	1	3	557	508.56	288.4
867	19	30	1	3	557	573.46	288.4
867	19	45	1	3	557	616.93	288.4
867	19	0	1	24	558	403.08	291.6
867	19	15	1	24	558	720.99	291.6
867	19	30	1	24	558	887.45	291.6
867	19	45	1	24	558	1031.21	291.6
867	19	0	1	27	559	391.41	288.4
867	19	15	1	27	559	440.87	288.4
867	19	30	1	27	559	466.11	288.4
867	19	45	1	27	559	487.23	288.4
867	19	0	1	4	560	397.23	288.4
867	19	15	1	4	560	548.26	288.4
867	19	30	1	4	560	652.3	288.4
867	19	45	1	4	560	725.12	288.4
867	19	0	1	12	561	778.77	288.4
867	19	15	1	12	561	861.96	288.4
867	19	30	1	12	561	903.18	288.4
867	19	45	1	12	561	958.13	288.4
867	19	0	1	13	562	620.16	288.4
867	19	15	1	13	562	795.97	288.4
867	19	45	1	13	562	1117.03	288.4
867	19	0	1	25	563	396.52	288.4
867	19	15	1	25	563	510.79	288.4
867	19	30	1	25	563	549.94	288.4
867	19	45	1	25	563	625.35	288.4
867	19	0	1	28	564	457.04	291.6
867	19	15	1	28	564	584.7	291.6
867	19	30	1	28	564	645.75	291.6
867	19	45	1	28	564	706.12	291.6
867	19	0	1	9	565	401.52	289.9
867	19	15	1	9	565	523.37	289.9
867	19	30	1	9	565	566.71	289.9
881	20	0	1	6	566	449.81	294.9
881	20	15	1	6	566	1081.32	294.9
881	20	30	1	6	566	1370.79	294.9
881	20	45	1	6	566	1552.87	294.9
881	20	0	1	18	567	710.62	296.1
881	20	15	1	18	567	1308.5	296.1
881	20	30	1	18	567	1555.87	296.1
881	20	45	1	18	567	1738.28	296.1
881	20	0	1	14	568	1122.22	294.6
881	20	15	1	14	568	1187.34	294.6
881	20	30	1	14	568	1435.34	294.6
881	20	45	1	14	568	1307.81	294.6
881	20	0	1	10	569	446.84	296.1
881	20	15	1	10	569	998.8	296.1
881	20	30	1	10	569	1241.16	296.1
881	20	45	1	10	569	1159.4	296.1
881	20	0	1	29	570	480.03	294.6
881	20	15	1	29	570	1295.53	294.6
881	20	30	1	29	570	1741.29	294.6
881	20	45	1	29	570	1792.07	294.6
881	20	0	1	30	571	451.78	294.6
881	20	15	1	30	571	1052.93	294.6
881	20	30	1	30	571	1499.04	294.6
881	20	45	1	30	571	1626.63	294.6
881	20	0	1	15	572	863.89	293.4
881	20	15	1	15	572	1206.11	293.4
881	20	30	1	15	572	1352.19	293.4
881	20	45	1	15	572	1384.79	293.4
881	20	0	1	5	573	464.58	293.4
881	20	15	1	5	573	878.38	293.4
881	20	30	1	5	573	982.37	293.4
881	20	45	1	5	573	1111.95	293.4
881	20	0	1	20	574	1124.84	294.9
881	20	15	1	20	574	1736.75	294.9
881	20	30	1	20	574	2036.73	294.9
881	20	45	1	20	574	2148.72	294.9
881	20	0	1	21	575	441.72	294.6
881	20	15	1	21	575	1475.89	294.6
881	20	30	1	21	575	2417.03	294.6
881	20	45	1	21	575	3245.58	294.6
881	20	0	1	11	576	565.47	293.4
881	20	15	1	11	576	1105.39	293.4
881	20	30	1	11	576	1284.32	293.4
881	20	45	1	11	576	1433.8	293.4
881	20	0	1	1	577	437.02	293.4
881	20	15	1	1	577	1242.66	293.4
881	20	30	1	1	577	457.54	293.4
881	20	45	1	1	577	2004.31	293.4
881	20	0	1	7	578	413.77	294.9
881	20	15	1	7	578	1160.77	294.9
881	20	30	1	7	578	1639.63	294.9
881	20	45	1	7	578	2010.12	294.9
881	20	0	1	2	579	444.31	294.6
881	20	15	1	2	579	1067.01	294.6
881	20	30	1	2	579	1515.25	294.6
881	20	45	1	2	579	1819.2	294.6
881	20	0	1	22	580	464.85	294.6
881	20	15	1	22	580	1363.13	294.6
881	20	30	1	22	580	1922.4	294.6
881	20	45	1	22	580	2225.38	294.6
881	20	0	1	23	581	457.16	294.6
881	20	15	1	23	581	1181.54	294.6
881	20	30	1	23	581	1508.85	294.6
881	20	45	1	23	581	1654.73	294.6
881	20	0	1	26	582	450.77	294.6
881	20	15	1	26	582	992.42	294.6
881	20	30	1	26	582	1263.3	294.6
881	20	45	1	26	582	1216.23	294.6
881	20	0	1	16	583	764.86	294.9
881	20	15	1	16	583	1324.35	294.9
881	20	30	1	16	583	1629.46	294.9
881	20	45	1	16	583	1638.82	294.9
881	20	0	1	17	584	661.96	292.9
881	20	15	1	17	584	1342.51	292.9
881	20	30	1	17	584	1752.15	292.9
881	20	45	1	17	584	2157.17	292.9
881	20	0	1	8	585	421.48	292.9
881	20	15	1	8	585	887.72	292.9
881	20	30	1	8	585	1158.34	292.9
881	20	45	1	8	585	1414.9	292.9
881	20	0	1	19	586	710.51	292.9
881	20	15	1	19	586	1365.49	292.9
881	20	30	1	19	586	1934.95	292.9
881	20	45	1	19	586	2137.89	292.9
881	20	0	1	3	587	438.5	291.4
881	20	15	1	3	587	834.76	291.4
881	20	30	1	3	587	1104.43	291.4
881	20	45	1	3	587	1278.22	291.4
881	20	0	1	24	588	442.9	293.4
881	20	15	1	24	588	1332.26	293.4
881	20	30	1	24	588	1862.75	293.4
881	20	45	1	24	588	2183.02	293.4
881	20	0	1	27	589	466.79	291.4
881	20	15	1	27	589	840.14	291.4
881	20	30	1	27	589	976.92	291.4
881	20	45	1	27	589	1131.32	291.4
881	20	0	1	4	590	436.44	291.4
881	20	15	1	4	590	1072.64	291.4
881	20	30	1	4	590	1517.25	291.4
881	20	45	1	4	590	1932.87	291.4
881	20	0	1	12	591	909.93	291.4
881	20	15	1	12	591	1363.72	291.4
881	20	30	1	12	591	1634.39	291.4
881	20	45	1	12	591	1856.86	291.4
881	20	0	1	13	592	480.13	291.4
881	20	15	1	13	592	1182.84	291.4
881	20	30	1	13	592	1676.17	291.4
881	20	45	1	13	592	1824.7	291.4
881	20	0	1	25	593	438.9	291.4
881	20	15	1	25	593	925.78	291.4
881	20	30	1	25	593	1181.79	291.4
881	20	45	1	25	593	1474.91	291.4
881	20	0	1	28	594	436.69	293.4
881	20	15	1	28	594	768.02	293.4
881	20	30	1	28	594	759.61	293.4
881	20	45	1	28	594	853.43	293.4
881	20	0	1	9	595	437.59	292.9
881	20	15	1	9	595	936.64	292.9
881	20	30	1	9	595	1241.06	292.9
881	20	45	1	9	595	1435.14	292.9
900	21	0	1	6	596	409.7	296.1
900	21	15	1	6	596	1178.75	296.1
900	21	30	1	6	596	1670.5	296.1
900	21	45	1	6	596	2042.75	296.1
900	21	0	1	18	597	690.65	297.4
900	21	15	1	18	597	1423.15	297.4
900	21	30	1	18	597	1678.98	297.4
900	21	45	1	18	597	1885.09	297.4
900	21	0	1	14	598	494	295.9
900	21	15	1	14	598	1043.34	295.9
900	21	30	1	14	598	1275.99	295.9
900	21	45	1	14	598	1454.29	295.9
900	21	0	1	10	599	423.88	297.4
900	21	15	1	10	599	1175.14	297.4
900	21	30	1	10	599	1445.23	297.4
900	21	45	1	10	599	1725.41	297.4
900	21	0	1	29	600	458.34	295.9
900	21	15	1	29	600	1298.22	295.9
900	21	30	1	29	600	1632.92	295.9
900	21	45	1	29	600	1878.31	295.9
900	21	0	1	30	601	406.01	295.9
900	21	15	1	30	601	786.63	295.9
900	21	30	1	30	601	905.19	295.9
900	21	45	1	30	601	955.7	295.9
900	21	0	1	15	602	712.25	294.6
900	21	15	1	15	602	1412.36	294.6
900	21	30	1	15	602	2017.85	294.6
900	21	45	1	15	602	2305.93	294.6
900	21	0	1	5	603	426.98	294.6
900	21	15	1	5	603	947.11	294.6
900	21	30	1	5	603	1289.67	294.6
900	21	45	1	5	603	1541.72	294.6
900	21	0	1	20	604	1007.07	296.1
900	21	15	1	20	604	1651.75	296.1
900	21	30	1	20	604	2060.2	296.1
900	21	45	1	20	604	2475.99	296.1
900	21	0	1	21	605	476.76	295.9
900	21	15	1	21	605	1338.18	295.9
900	21	30	1	21	605	1855.64	295.9
900	21	45	1	21	605	2117.53	295.9
900	21	0	1	11	606	533.5	294.6
900	21	15	1	11	606	1069.57	294.6
900	21	30	1	11	606	1441.78	294.6
900	21	45	1	11	606	1561.77	294.6
900	21	0	1	1	607	404.58	294.6
900	21	15	1	1	607	1148.84	294.6
900	21	30	1	1	607	1563.83	294.6
900	21	45	1	1	607	1842	294.6
900	21	0	1	7	608	412.16	296.1
900	21	15	1	7	608	1044.82	296.1
900	21	30	1	7	608	1485.13	296.1
900	21	45	1	7	608	1587.78	296.1
900	21	0	1	2	609	441.34	295.9
900	21	15	1	2	609	1147.3	295.9
900	21	30	1	2	609	1420.44	295.9
900	21	45	1	2	609	1417.51	295.9
900	21	0	1	22	610	427.04	295.9
900	21	15	1	22	610	1140.65	295.9
900	21	30	1	22	610	1481.94	295.9
900	21	45	1	22	610	1839.12	295.9
900	21	0	1	23	611	443.58	295.9
900	21	15	1	23	611	990.23	295.9
900	21	30	1	23	611	1096.46	295.9
900	21	45	1	23	611	1236.26	295.9
900	21	0	1	26	612	435.83	295.9
900	21	15	1	26	612	858.84	295.9
900	21	30	1	26	612	1035.6	295.9
900	21	45	1	26	612	1104.91	295.9
900	21	0	1	16	613	535.49	296.1
900	21	15	1	16	613	1147.2	296.1
900	21	30	1	16	613	1841.4	296.1
900	21	45	1	16	613	1953.7	296.1
900	21	0	1	17	614	585.33	293.3
900	21	15	1	17	614	1228.55	293.3
900	21	30	1	17	614	1671.42	293.3
900	21	45	1	17	614	2046.81	293.3
900	21	0	1	8	615	431.52	293.3
900	21	15	1	8	615	901.9	293.3
900	21	30	1	8	615	1266.49	293.3
900	21	45	1	8	615	1543.75	293.3
900	21	0	1	19	616	586.13	293.3
900	21	15	1	19	616	1162.69	293.3
900	21	30	1	19	616	1538.81	293.3
900	21	45	1	19	616	1885.52	293.3
900	21	0	1	3	617	452.46	291.8
900	21	15	1	3	617	873.01	291.8
900	21	30	1	3	617	1135.63	291.8
900	21	45	1	3	617	1374.62	291.8
900	21	0	1	24	618	414.79	294.6
900	21	15	1	24	618	1112.43	294.6
900	21	30	1	24	618	1597.34	294.6
900	21	45	1	24	618	1817.52	294.6
900	21	0	1	27	619	449.96	291.8
900	21	15	1	27	619	723.52	291.8
900	21	30	1	27	619	937.89	291.8
900	21	45	1	27	619	1036.52	291.8
900	21	0	1	4	620	417.24	291.8
900	21	15	1	4	620	1034.33	291.8
900	21	30	1	4	620	1430.62	291.8
900	21	45	1	4	620	1758.83	291.8
900	21	0	1	12	621	641.12	291.8
900	21	15	1	12	621	1252.85	291.8
900	21	30	1	12	621	1644.11	291.8
900	21	45	1	12	621	1987.83	291.8
900	21	0	1	13	622	616.3	291.8
900	21	15	1	13	622	1272.43	291.8
900	21	30	1	13	622	1693.61	291.8
900	21	45	1	13	622	2027.68	291.8
900	21	0	1	25	623	419.39	291.8
900	21	15	1	25	623	869.47	291.8
900	21	30	1	25	623	1092.52	291.8
900	21	45	1	25	623	1307.09	291.8
900	21	0	1	28	624	413.57	294.6
900	21	15	1	28	624	924.42	294.6
900	21	30	1	28	624	1240.46	294.6
900	21	45	1	28	624	1275.78	294.6
900	21	0	1	9	625	428.57	293.3
900	21	15	1	9	625	914.17	293.3
900	21	30	1	9	625	1230.2	293.3
900	21	45	1	9	625	1480.52	293.3
900	21	0	2	6	626	425.98	296.1
900	21	15	2	6	626	751.34	296.1
900	21	30	2	6	626	1092.6	296.1
900	21	45	2	6	626	1234.02	296.1
900	21	0	2	18	627	619.16	297.4
900	21	15	2	18	627	901.03	297.4
900	21	30	2	18	627	1061.27	297.4
900	21	45	2	18	627	1272.43	297.4
900	21	0	2	14	628	579.05	295.9
900	21	15	2	14	628	1087.14	295.9
900	21	30	2	14	628	1359.98	295.9
900	21	45	2	14	628	1547.11	295.9
900	21	0	2	10	629	454.29	297.4
900	21	15	2	10	629	700.43	297.4
900	21	30	2	10	629	882.38	297.4
900	21	45	2	10	629	996.12	297.4
900	21	0	2	15	630	1270.62	294.6
900	21	15	2	15	630	1519.44	294.6
900	21	30	2	15	630	1769.27	294.6
900	21	45	2	15	630	1942.49	294.6
900	21	0	2	5	631	430.06	294.6
900	21	15	2	5	631	750.55	294.6
900	21	30	2	5	631	983.53	294.6
900	21	45	2	5	631	1143.15	294.6
900	21	0	2	20	632	665.01	296.1
900	21	15	2	20	632	1088.75	296.1
900	21	30	2	20	632	1330.54	296.1
900	21	45	2	20	632	1523.38	296.1
900	21	0	2	11	633	2246.73	295.9
900	21	15	2	11	633	2333.7	295.9
900	21	30	2	11	633	2580.55	295.9
900	21	45	2	11	633	2741.17	295.9
900	21	0	2	1	634	457.44	294.6
900	21	15	2	1	634	776.14	294.6
900	21	30	2	1	634	1010.49	294.6
900	21	45	2	1	634	1202.59	294.6
900	21	0	2	7	635	417.54	294.6
900	21	15	2	7	635	749.54	294.6
900	21	30	2	7	635	990.17	294.6
900	21	45	2	7	635	1122.6	294.6
900	21	0	2	2	636	416	296.1
900	21	15	2	2	636	804.87	296.1
900	21	30	2	2	636	1061.31	296.1
900	21	45	2	2	636	1268.6	296.1
900	21	0	2	16	637	659.69	296.1
900	21	15	2	16	637	1268.93	296.1
900	21	30	2	16	637	1662.89	296.1
900	21	45	2	16	637	1970.61	296.1
900	21	0	2	17	638	842.89	293.3
900	21	15	2	17	638	1208.48	293.3
900	21	30	2	17	638	1505.31	293.3
900	21	45	2	17	638	1720.14	293.3
900	21	0	2	8	639	430.1	293.3
900	21	15	2	8	639	724.21	293.3
900	21	30	2	8	639	951.66	293.3
900	21	45	2	8	639	1121.24	293.3
900	21	0	2	19	640	788.56	293.3
900	21	15	2	19	640	1243.23	293.3
900	21	30	2	19	640	1514.33	293.3
900	21	45	2	19	640	1833.55	293.3
900	21	0	2	3	641	434.68	291.8
900	21	15	2	3	641	775.54	291.8
900	21	30	2	3	641	1036.7	291.8
900	21	45	2	3	641	1175.14	291.8
900	21	0	2	4	642	409.69	291.8
900	21	15	2	4	642	611.77	291.8
900	21	30	2	4	642	770.13	291.8
900	21	45	2	4	642	878.78	291.8
900	21	0	2	12	643	1092.35	291.8
900	21	15	2	12	643	1279.03	291.8
900	21	30	2	12	643	1431.57	291.8
900	21	45	2	12	643	1573.77	291.8
900	21	0	2	13	644	923.36	291.8
900	21	15	2	13	644	1184.06	291.8
900	21	30	2	13	644	1282.75	291.8
900	21	45	2	13	644	1397.92	291.8
900	21	0	2	9	645	408.02	293.3
900	21	15	2	9	645	645.82	293.3
900	21	30	2	9	645	795.27	293.3
900	21	45	2	9	645	922.99	293.3
914	22	0	1	6	646	416.99	305
914	22	15	1	6	646	1006.88	305
914	22	30	1	6	646	1357.02	305
914	22	45	1	6	646	1631.59	305
914	22	0	1	18	647	586.1	308.8
914	22	15	1	18	647	1231.46	308.8
914	22	30	1	18	647	1631.26	308.8
914	22	45	1	18	647	1899.88	308.8
914	22	0	1	14	648	738.01	307.3
914	22	15	1	14	648	1669	307.3
914	22	30	1	14	648	2148.26	307.3
914	22	45	1	14	648	2442.89	307.3
914	22	0	1	10	649	420.41	308.8
914	22	15	1	10	649	1056.02	308.8
914	22	30	1	10	649	1395.69	308.8
914	22	45	1	10	649	1787.4	308.8
914	22	0	1	29	650	449.93	307.3
914	22	15	1	29	650	2442.23	307.3
914	22	30	1	29	650	3853	307.3
914	22	45	1	29	650	5142.6	307.3
914	22	0	1	30	651	489.72	307.3
914	22	15	1	30	651	1694.33	307.3
914	22	30	1	30	651	2486.89	307.3
914	22	45	1	30	651	3143.58	307.3
914	22	0	1	15	652	716.78	303.5
914	22	15	1	15	652	1634.96	303.5
914	22	30	1	15	652	2159.23	303.5
914	22	45	1	15	652	2511.09	303.5
914	22	0	1	5	653	457.17	303.5
914	22	15	1	5	653	972.21	303.5
914	22	30	1	5	653	1325.42	303.5
914	22	45	1	5	653	1521	303.5
914	22	0	1	20	654	611.19	305
914	22	15	1	20	654	1298.38	305
914	22	30	1	20	654	1826.91	305
914	22	45	1	20	654	422.81	305
914	22	0	1	21	655	462.2	307.3
914	22	15	1	21	655	1073.72	307.3
914	22	30	1	21	655	1528.82	307.3
914	22	45	1	21	655	934.97	307.3
914	22	0	1	11	656	873.29	303.5
914	22	15	1	11	656	1427.54	303.5
914	22	30	1	11	656	1844.99	303.5
914	22	45	1	11	656	2064.48	303.5
914	22	0	1	1	657	446.1	303.5
914	22	15	1	1	657	1008.03	303.5
914	22	30	1	1	657	1392.36	303.5
914	22	45	1	1	657	390.12	303.5
914	22	0	1	7	658	420.47	305
914	22	15	1	7	658	943.78	305
914	22	30	1	7	658	1316.52	305
914	22	45	1	7	658	1559.43	305
914	22	0	1	2	659	506.32	307.3
914	22	15	1	2	659	1113.99	307.3
914	22	30	1	2	659	1418.25	307.3
914	22	45	1	2	659	1684.36	307.3
914	22	0	1	22	660	433.87	307.3
914	22	15	1	22	660	1082.4	307.3
914	22	30	1	22	660	1505.71	307.3
914	22	45	1	22	660	1895.26	307.3
914	22	0	1	23	661	515.38	307.3
914	22	15	1	23	661	1188.72	307.3
914	22	30	1	23	661	1636.74	307.3
914	22	45	1	23	661	1980.06	307.3
914	22	0	1	26	662	496.83	307.3
914	22	15	1	26	662	1068.29	307.3
914	22	30	1	26	662	2038.49	307.3
914	22	45	1	26	662	2298.63	307.3
914	22	0	1	16	663	396.2	305
914	22	15	1	16	663	1426.7	305
914	22	30	1	16	663	391.44	305
914	22	45	1	16	663	2395.68	305
914	22	0	1	17	664	973.05	302
914	22	15	1	17	664	1386.94	302
914	22	30	1	17	664	1736.11	302
914	22	45	1	17	664	1980.73	302
914	22	0	1	8	665	432.53	302
914	22	15	1	8	665	792.8	302
914	22	30	1	8	665	1080.69	302
914	22	45	1	8	665	1280.01	302
914	22	0	1	19	666	705.81	302
914	22	15	1	19	666	1265.13	302
914	22	30	1	19	666	905.46	302
914	22	45	1	19	666	1465.02	302
914	22	0	1	3	667	407.7	300.5
914	22	15	1	3	667	733	300.5
914	22	30	1	3	667	1156.94	300.5
914	22	45	1	3	667	1417.49	300.5
914	22	0	1	24	668	421.07	303.5
914	22	15	1	24	668	1225.01	303.5
914	22	30	1	24	668	1747.11	303.5
914	22	45	1	24	668	2114.55	303.5
914	22	0	1	27	669	445.66	300.5
914	22	15	1	27	669	1103.93	300.5
914	22	30	1	27	669	422.5	300.5
914	22	45	1	27	669	2131.44	300.5
914	22	0	1	4	670	494.28	300.5
914	22	15	1	4	670	986.64	300.5
914	22	30	1	4	670	1356.95	300.5
914	22	45	1	4	670	1627.52	300.5
914	22	0	1	12	671	681	300.5
914	22	15	1	12	671	1392.27	300.5
914	22	30	1	12	671	1835.49	300.5
914	22	45	1	12	671	2073.34	300.5
914	22	0	1	13	672	594.43	300.5
914	22	15	1	13	672	1449	300.5
914	22	30	1	13	672	2007.48	300.5
914	22	45	1	13	672	2374.42	300.5
914	22	0	1	25	673	420.87	300.5
914	22	15	1	25	673	997.88	300.5
914	22	30	1	25	673	1371.24	300.5
914	22	45	1	25	673	1662.17	300.5
914	22	0	1	28	674	440.23	303.5
914	22	15	1	28	674	441.79	303.5
914	22	30	1	28	674	2096.53	303.5
914	22	45	1	28	674	2661.22	303.5
914	22	0	1	9	675	472.42	302
914	22	15	1	9	675	926.49	302
914	22	30	1	9	675	1182.84	302
914	22	45	1	9	675	1351.68	302
914	22	0	2	6	676	437.78	305
914	22	15	2	6	676	807.5	305
914	22	30	2	6	676	1066.16	305
914	22	45	2	6	676	1296.7	305
914	22	0	2	18	677	907.57	308.8
914	22	15	2	18	677	1284.87	308.8
914	22	30	2	18	677	1577.21	308.8
914	22	45	2	18	677	1821.16	308.8
914	22	0	2	14	678	735.26	307.3
914	22	15	2	14	678	1220.29	307.3
914	22	30	2	14	678	1503.25	307.3
914	22	45	2	14	678	1442.63	307.3
914	22	0	2	10	679	421.41	308.8
914	22	15	2	10	679	699.13	308.8
914	22	30	2	10	679	920.72	308.8
914	22	45	2	10	679	1127.49	308.8
914	22	0	2	15	680	729.54	303.5
914	22	15	2	15	680	1094.04	303.5
914	22	30	2	15	680	1339.29	303.5
914	22	45	2	15	680	1571.03	303.5
914	22	0	2	5	681	431.87	303.5
914	22	15	2	5	681	722.16	303.5
914	22	30	2	5	681	926.7	303.5
914	22	45	2	5	681	1096.55	303.5
914	22	0	2	20	682	887.41	305
914	22	15	2	20	682	1186.06	305
914	22	30	2	20	682	1388.34	305
914	22	45	2	20	682	1622.18	305
914	22	0	2	11	683	1240.03	307.3
914	22	15	2	11	683	2040.99	307.3
914	22	30	2	11	683	2374.15	307.3
914	22	45	2	11	683	2570.26	307.3
914	22	0	2	1	684	443.49	303.5
914	22	15	2	1	684	747.7	303.5
914	22	30	2	1	684	971.02	303.5
914	22	45	2	1	684	1154.87	303.5
914	22	0	2	7	685	443.08	303.5
914	22	15	2	7	685	702.06	303.5
914	22	30	2	7	685	908.62	303.5
914	22	45	2	7	685	1088.68	303.5
914	22	0	2	2	686	439.01	305
914	22	15	2	2	686	817.55	305
914	22	30	2	2	686	1147.23	305
914	22	45	2	2	686	1395.82	305
914	22	0	2	16	687	940	305
914	22	15	2	16	687	1293.63	305
914	22	30	2	16	687	1642.15	305
914	22	45	2	16	687	1872.77	305
914	22	0	2	17	688	572.04	302
914	22	15	2	17	688	937.7	302
914	22	30	2	17	688	1195.05	302
914	22	45	2	17	688	1393	302
914	22	0	2	8	689	436.41	302
914	22	15	2	8	689	691.96	302
914	22	30	2	8	689	871.88	302
914	22	45	2	8	689	1009.2	302
914	22	0	2	19	690	724.39	302
914	22	15	2	19	690	1169.38	302
914	22	30	2	19	690	1428.28	302
914	22	45	2	19	690	1667.85	302
914	22	0	2	3	691	443.23	300.5
914	22	15	2	3	691	684.93	300.5
914	22	30	2	3	691	897.82	300.5
914	22	45	2	3	691	1081.07	300.5
914	22	0	2	4	692	429.67	300.5
914	22	15	2	4	692	643.85	300.5
914	22	30	2	4	692	818.23	300.5
914	22	45	2	4	692	964.72	300.5
914	22	0	2	12	693	729.18	300.5
914	22	15	2	12	693	1019.15	300.5
914	22	30	2	12	693	1286.1	300.5
914	22	45	2	12	693	1407.52	300.5
914	22	0	2	13	694	547.31	300.5
914	22	15	2	13	694	1003.2	300.5
914	22	30	2	13	694	1281.78	300.5
914	22	45	2	13	694	1573.77	300.5
914	22	0	2	9	695	426.14	302
914	22	15	2	9	695	629.72	302
914	22	30	2	9	695	660.91	302
914	22	45	2	9	695	779.46	302
928	23	0	1	6	696	429.85	309.1
928	23	15	1	6	696	711.27	309.1
928	23	30	1	6	696	882.46	309.1
928	23	45	1	6	696	1039.48	309.1
928	23	0	1	18	697	1165.03	314.5
928	23	15	1	18	697	1219.73	314.5
928	23	30	1	18	697	1397.63	314.5
928	23	45	1	18	697	1570.23	314.5
928	23	0	1	14	698	799.48	313
928	23	15	1	14	698	1280.21	313
928	23	30	1	14	698	1626.45	313
928	23	45	1	14	698	1930.02	313
928	23	0	1	10	699	418.87	314.5
928	23	15	1	10	699	654.04	314.5
928	23	30	1	10	699	834.6	314.5
928	23	45	1	10	699	1036.38	314.5
928	23	0	1	29	700	420.52	313
928	23	15	1	29	700	1069.79	313
928	23	30	1	29	700	1562.38	313
928	23	45	1	29	700	1833.42	313
928	23	0	1	30	701	447.69	313
928	23	15	1	30	701	847.35	313
928	23	30	1	30	701	1077.94	313
928	23	45	1	30	701	1336.57	313
928	23	0	1	15	702	691.22	307.6
928	23	15	1	15	702	1257.23	307.6
928	23	30	1	15	702	1600.04	307.6
928	23	45	1	15	702	1624.83	307.6
928	23	0	1	5	703	457.41	307.6
928	23	15	1	5	703	782.54	307.6
928	23	30	1	5	703	968.31	307.6
928	23	45	1	5	703	400.39	307.6
928	23	0	1	20	704	1498.17	309.1
928	23	15	1	20	704	1534.2	309.1
928	23	30	1	20	704	1676.89	309.1
928	23	45	1	20	704	1814.79	309.1
928	23	0	1	21	705	453.72	313
928	23	15	1	21	705	625.17	313
928	23	30	1	21	705	772.87	313
928	23	45	1	21	705	866.21	313
928	23	0	1	11	706	675.77	307.6
928	23	15	1	11	706	1088.7	307.6
928	23	30	1	11	706	1343.76	307.6
928	23	45	1	11	706	1523.61	307.6
928	23	0	1	1	707	427	307.6
928	23	15	1	1	707	792.09	307.6
928	23	30	1	1	707	1014.77	307.6
928	23	45	1	1	707	1204.38	307.6
928	23	0	1	7	708	446.68	309.1
928	23	15	1	7	708	747.69	309.1
928	23	30	1	7	708	953.7	309.1
928	23	45	1	7	708	1101.03	309.1
928	23	0	1	2	709	430.5	313
928	23	15	1	2	709	780.04	313
928	23	30	1	2	709	1028.02	313
928	23	45	1	2	709	1274.1	313
928	23	0	1	22	710	436.33	313
928	23	15	1	22	710	736.45	313
928	23	30	1	22	710	387.86	313
928	23	45	1	22	710	940.9	313
928	23	0	1	23	711	465.67	313
928	23	15	1	23	711	762.02	313
928	23	30	1	23	711	975.92	313
928	23	45	1	23	711	1130.52	313
928	23	0	1	26	712	469.47	313
928	23	15	1	26	712	768.02	313
928	23	30	1	26	712	910.96	313
928	23	45	1	26	712	1042.56	313
928	23	0	1	16	713	398.64	309.1
928	23	15	1	16	713	1260.17	309.1
928	23	30	1	16	713	1494.96	309.1
928	23	45	1	16	713	1723.22	309.1
928	23	0	1	17	714	515.76	301.3
928	23	15	1	17	714	759.27	301.3
928	23	30	1	17	714	905.76	301.3
928	23	45	1	17	714	1031.83	301.3
928	23	0	1	8	715	443.62	301.3
928	23	15	1	8	715	604.76	301.3
928	23	30	1	8	715	719.01	301.3
928	23	45	1	8	715	806.82	301.3
928	23	0	1	19	716	994.85	301.3
928	23	15	1	19	716	1101.73	301.3
928	23	30	1	19	716	1459.41	301.3
928	23	45	1	19	716	1590.63	301.3
928	23	0	1	3	717	458.48	299.8
928	23	15	1	3	717	596.64	299.8
928	23	30	1	3	717	735.68	299.8
928	23	45	1	3	717	732.82	299.8
928	23	0	1	24	718	462.02	307.6
928	23	15	1	24	718	945.3	307.6
928	23	30	1	24	718	1205.23	307.6
928	23	45	1	24	718	1404.34	307.6
928	23	0	1	27	719	455.68	299.8
928	23	15	1	27	719	404.71	299.8
928	23	30	1	27	719	858	299.8
928	23	45	1	27	719	977.76	299.8
928	23	0	1	4	720	436.38	299.8
928	23	15	1	4	720	647.02	299.8
928	23	30	1	4	720	784.46	299.8
928	23	45	1	4	720	902.49	299.8
928	23	0	1	12	721	537.28	299.8
928	23	15	1	12	721	809.93	299.8
928	23	30	1	12	721	970.71	299.8
928	23	45	1	12	721	1081.09	299.8
928	23	0	1	13	722	564.54	299.8
928	23	15	1	13	722	899.23	299.8
928	23	30	1	13	722	1095.6	299.8
928	23	45	1	13	722	1295.39	299.8
928	23	0	1	25	723	435.73	299.8
928	23	15	1	25	723	698.66	299.8
928	23	30	1	25	723	837.79	299.8
928	23	45	1	25	723	954.39	299.8
928	23	0	1	28	724	437.74	307.6
928	23	15	1	28	724	895.75	307.6
928	23	30	1	28	724	1134.36	307.6
928	23	45	1	28	724	1307.27	307.6
928	23	0	1	9	725	434.61	301.3
928	23	15	1	9	725	606.94	301.3
928	23	30	1	9	725	707.77	301.3
928	23	45	1	9	725	795.17	301.3
928	23	0	2	6	726	445.72	309.1
928	23	15	2	6	726	654.16	309.1
928	23	30	2	6	726	799.28	309.1
928	23	45	2	6	726	947.02	309.1
928	23	0	2	18	727	933.88	314.5
928	23	15	2	18	727	1030.17	314.5
928	23	30	2	18	727	1158.22	314.5
928	23	45	2	18	727	1277.16	314.5
928	23	0	2	14	728	637.2	313
928	23	15	2	14	728	862.78	313
928	23	30	2	14	728	1045.23	313
